Num_Acc,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1
200500034847,4,00000,0,,2,02,,,1,1,1,031,031,1,0,1,00
200500034848,4,00000,0,,2,04,,,0,1,1,000,148,1,0,1,00
200500034849,4,00000,0,,2,02,,,0,1,1,000,074,1,0,1,99
200500034850,4,00000,0,,2,02,,,0,1,1,000,086,2,0,1,00
200500034851,4,00000,0,,3,04,,,0,1,1,000,267,2,5,1,03
200500034852,4,00000,0,,2,02,,,0,1,1,000,107,1,0,1,00
200500034853,4,00000,0,,0,02,,,0,0,0,000,000,1,0,1,00
200500034854,9,00000,0,,2,02,,,0,1,1,000,060,1,0,1,99
200500034855,4,00000,0,,2,02,,,0,2,1,000,071,1,0,1,99
200500034856,4,00000,0,,0,02,,,3,1,1,019,120,1,0,1,00
200500034857,4,00000,0,,2,02,,,0,1,1,000,079,1,0,1,99
200500034858,6,00000,0,,0,01,,,0,1,0,000,120,1,0,0,00
200500034859,4,00000,0,,2,03,,,0,1,1,000,120,1,0,1,00
200500034860,1,00000,0,,1,03,,,0,1,1,000,251,1,0,1,00
200500034861,4,00000,0,,2,02,,,0,1,1,000,076,1,0,1,03
200500034862,4,00000,0,,2,04,,,0,1,1,000,140,1,0,1,99
200500034863,4,00000,0,,1,02,0,1,0,2,1,000,000,1,0,1,00
200500034864,2,00000,0,,2,02,,,2,1,0,000,119,1,0,5,00
200500034865,4,00000,0,,2,01,,,0,1,2,000,107,1,5,1,99
200500034866,4,00000,0,,2,02,,,0,1,1,000,083,1,0,1,99
200500034867,3,00000,0,,2,04,1,0,0,1,1,000,120,1,0,1,00
200500034868,2,00000,0,,2,04,1,0,0,1,1,000,172,1,0,1,00
200500034869,3,00000,0,,1,01,1,0,0,1,0,000,090,2,0,0,00
200500034870,3,00000,0,,2,03,,,3,2,3,000,097,1,0,1,99
200500034871,4,00000,0,,2,02,2,0,0,1,4,000,032,1,0,1,00
200500034872,4,00000,0,,2,02,,,0,1,1,000,070,2,0,1,00
200500034873,3,00000,0,,2,04,,,0,1,1,000,160,1,0,1,00
200500034874,4,00000,0,,2,00,,,0,1,1,000,095,1,0,1,00
200500034875,4,00000,0,,3,02,,,0,1,1,060,071,1,0,3,00
200500034876,4,00000,0,,2,00,,,0,1,1,000,079,1,0,1,00
200500034877,4,00000,0,,2,02,,,0,1,1,000,103,2,0,1,00
200500034878,4,00000,0,,2,02,,,2,1,1,000,123,1,0,1,03
200500034879,4,00000,0,,2,02,,,0,1,1,000,128,1,0,1,00
200500034880,4,00000,0,,3,00,,,0,1,1,000,000,1,0,1,00
200500034881,6,00000,0,,2,01,,,0,3,1,000,000,1,0,1,00
200500034882,4,00000,0,,2,02,1,0,1,1,1,000,110,1,0,1,00
200500034883,4,00000,0,,2,01,1,0,0,1,2,000,087,1,0,1,99
200500034884,4,00000,0,,2,02,,,0,1,1,000,060,1,0,1,00
200500034885,4,00000,0,,1,01,,,0,1,1,000,000,1,0,1,00
200500034886,4,00000,0,,2,04,,,0,1,1,000,100,1,0,1,00
200500034887,4,00000,0,,1,03,,,0,1,1,000,100,1,0,4,03
200500034888,4,00000,0,,2,00,,,0,1,1,000,000,1,0,1,03
200500034889,3,00000,0,,1,02,,,0,1,2,000,064,1,0,1,99
200500034890,3,00000,0,,2,02,,,2,2,1,000,060,1,0,1,00
200500034891,4,00000,0,,2,02,,,0,1,1,000,047,1,0,4,99
200500034892,4,00000,0,,2,02,,,0,1,3,000,052,1,0,3,99
200500034893,3,00000,0,,2,02,,,0,1,1,000,064,1,0,1,00
200500034894,4,00000,0,,2,02,,,0,1,1,000,059,1,0,1,99
200500034895,4,00000,0,,2,02,,,0,0,0,000,000,2,0,1,99
200500034896,4,00000,0,,2,02,,,0,1,1,000,080,1,0,1,00
200500034897,3,00000,0,,2,02,,,0,1,1,000,620,1,0,1,99
200500034898,2,00000,0,,2,04,,,0,1,1,000,120,1,0,1,99
200500034899,4,00000,0,,1,00,,,0,1,1,000,000,1,0,1,03
200500034900,4,00000,0,,2,02,,,0,1,1,000,060,0,0,1,99
200500034901,4,00000,0,,2,01,,,0,1,2,000,064,1,2,1,99
200500034902,4,00000,0,,3,02,,,0,1,1,061,188,1,0,1,03
200500034903,4,00000,0,,2,02,,,0,1,1,000,060,1,0,1,99
200500034904,4,00000,0,,1,01,,,0,1,1,000,090,1,0,1,99
200500034905,4,00000,0,,2,03,0,1,0,1,1,000,080,1,5,1,99
200500034906,4,00000,0,,2,04,0,1,0,1,1,000,161,1,5,1,99
200500034907,4,00000,0,,2,02,,,0,1,1,000,064,1,0,1,03
200500034908,3,00000,0,,2,04,,,0,1,1,020,140,1,0,1,00
200500034909,3,00000,0,,2,02,,,0,1,1,000,091,2,0,1,00
200500034910,4,00000,0,,2,02,,,0,1,1,000,070,1,0,1,00
200500034911,4,00000,0,,2,02,,,0,1,1,025,056,1,0,1,00
200500034912,4,00000,0,,2,02,,,0,1,1,000,104,1,0,1,00
200500034913,4,00000,0,,1,01,,,0,1,1,000,000,1,0,1,00
200500034914,4,00000,0,,2,02,,,0,1,1,000,000,1,0,1,00
200500034915,2,00000,0,,2,02,,,0,1,1,000,000,1,0,1,00
200500034916,4,00000,0,,2,02,,,0,1,1,000,000,1,0,1,00
200500034917,4,00000,0,,2,02,,,0,1,1,000,075,1,0,4,00
200500034918,4,00000,0,,2,02,,,0,1,1,000,000,1,0,1,00
200500034919,3,00000,0,,2,02,1,780,0,1,1,000,000,1,0,1,00
200500034920,2,00000,0,,2,04,74,650,0,1,1,000,000,1,0,1,00
200500034921,2,00000,0,,2,04,75,900,0,1,1,000,000,1,0,1,00
200500034922,2,00000,0,,2,04,75,780,0,1,1,000,000,1,0,1,00
200500034923,4,00000,0,,2,02,,,0,1,1,000,000,1,0,1,00
200500034924,4,00000,0,,2,02,,,0,1,1,000,000,1,0,1,00
200500034925,4,00000,0,,2,02,,,0,1,1,000,000,1,0,1,00
200500034926,2,00000,0,,3,04,34,250,0,1,1,000,037,1,3,1,00
200500034927,4,00000,0,,2,02,,,0,1,1,000,070,1,0,1,99
200500034928,4,00000,0,,2,02,,,0,1,3,000,000,1,0,1,00
200500034929,2,00000,0,,0,00,29,200,0,1,2,000,070,1,0,0,99
200500034930,4,00000,0,,2,02,,,0,1,1,013,052,1,0,1,99
200500034931,4,00000,0,,2,02,1,0,0,1,1,000,580,1,0,1,00
200500034932,4,00000,0,,2,02,1,0,0,1,1,000,078,1,0,1,99
200500034933,6,00000,0,,2,02,1,0,0,1,1,000,060,1,0,1,00
200500034934,4,00000,0,,1,02,1,0,0,1,3,000,000,1,5,1,00
200500034935,4,00000,0,,2,02,1,0,0,1,3,000,062,1,0,1,03
200500034936,9,00000,0,,1,04,1,0,0,1,3,000,040,1,3,1,00
200500034937,4,00000,0,,1,01,1,0,0,1,1,000,045,1,0,1,00
200500034938,4,00000,0,,1,02,1,0,0,1,1,000,070,1,3,1,99
200500034939,9,00000,0,,2,00,2,0,0,2,1,000,070,1,0,1,99
200500034940,9,00000,0,,2,04,2,0,0,1,1,000,140,1,0,1,00
200500034941,2,00000,0,,2,04,2,0,0,2,1,000,140,1,0,1,99
200500034942,3,00000,0,,2,04,,,0,1,1,000,130,1,0,1,99
200500034943,3,00000,0,,2,04,2,0,0,1,1,000,130,1,0,1,99
200500034944,9,00000,0,,2,02,2,0,0,1,1,000,070,1,0,1,00
200500034945,3,00000,0,,2,04,,,0,1,1,000,130,1,0,1,99
200500034946,9,00000,0,,2,02,,,0,1,1,000,120,1,0,1,99
200500034947,9,00000,0,,2,02,1,0,0,1,1,000,070,1,0,1,99
200500034948,9,00000,0,,1,02,2,0,0,2,1,000,074,1,0,1,99
200500034949,3,00000,0,,2,02,2,0,0,1,1,000,070,1,0,1,00
200500034950,9,00000,0,,2,03,2,0,0,1,1,015,107,1,0,1,00
200500034951,2,00000,0,,2,02,2,0,0,1,1,000,078,1,0,1,99
200500034952,9,00000,0,,1,01,,,0,2,1,000,047,1,0,1,99
200500034953,3,00000,0,,1,02,2,0,0,1,1,000,086,1,0,1,99
200500034954,9,00000,0,,2,04,,,0,2,0,000,140,1,0,1,99
200500034955,9,00000,0,,2,04,,,0,1,1,000,120,1,0,1,99
200500034956,9,00000,0,,2,01,2,0,0,1,1,000,057,1,0,1,99
200500034957,9,00000,0,,2,02,2,0,0,1,1,000,067,1,0,1,99
200500034958,9,00000,0,,2,02,2,0,0,1,1,000,070,1,0,1,03
200500034959,9,00000,0,,1,01,,,0,1,1,000,055,1,0,1,99
200500034960,9,00000,0,,2,02,2,0,0,1,1,000,069,1,0,1,99
200500034961,9,00000,0,,2,02,,,0,2,1,000,059,1,0,1,99
200500034962,3,00000,0,,2,02,2,0,0,1,1,000,070,1,0,1,99
200500034963,9,00000,0,,2,02,,,0,1,1,000,080,1,0,1,99
200500034964,2,00000,0,,2,03,,,0,1,1,000,110,1,0,1,99
200500034965,9,00000,0,,2,04,2,0,0,1,1,020,120,1,0,1,99
200500034966,9,00000,0,,1,02,,,0,1,1,000,068,1,0,1,99
200500034967,3,00000,0,,1,01,2,0,0,1,1,000,097,1,0,1,00
200500034968,9,00000,0,,2,01,,,0,2,1,000,500,1,0,1,99
200500034969,9,00000,0,,2,02,,,0,1,1,000,070,2,0,1,99
200500034970,9,00000,0,,2,02,2,0,0,1,1,000,080,1,0,1,99
200500034971,9,00000,0,,2,03,1,0,0,1,1,000,120,1,0,1,99
200500034972,9,00000,0,,1,02,,,0,1,1,000,070,2,0,1,99
200500034973,9,00000,0,,1,02,2,0,0,1,1,000,060,1,0,1,00
200500034974,9,00000,0,,2,03,2,0,0,1,1,000,500,1,0,1,99
200500034975,9,00000,0,,2,02,2,0,0,1,1,000,080,1,0,1,99
200500034976,9,00000,0,,2,01,,,0,1,1,000,053,1,0,1,99
200500034977,2,00000,0,,2,04,2,0,0,2,1,014,126,1,0,1,99
200500034978,9,00000,0,,2,05,2,0,0,1,1,000,140,1,0,1,99
200500034979,9,00000,0,,2,02,1,0,0,1,1,000,120,1,0,1,00
200500034980,9,00000,0,,1,02,,,0,1,1,000,082,1,0,1,99
200500034981,4,00000,0,,1,02,0,0,0,1,1,120,080,1,5,1,99
200500034982,5,00000,0,,2,02,0,0,3,1,1,000,100,1,0,0,99
200500034983,4,00000,0,,3,03,,,0,3,1,000,047,1,0,1,99
200500034984,4,00000,0,,1,01,0,1,0,1,1,000,050,1,6,1,99
200500034985,4,00000,0,,2,02,0,1,0,1,1,000,070,1,5,1,99
200500034986,4,00000,0,,2,02,0,1,0,1,1,000,065,1,0,1,99
200500034987,4,00000,0,,2,04,0,1,0,1,1,000,150,1,0,1,99
200500034988,4,00000,0,,2,02,,,0,1,1,000,070,1,0,1,00
200500034989,4,00000,0,,0,00,,,0,1,1,000,000,1,0,0,00
200500034990,4,00000,0,,2,02,,,0,2,3,000,000,2,0,1,99
200500034991,4,00000,0,,2,02,,,0,1,1,000,060,1,0,1,03
200500034992,4,00000,0,,3,02,,,0,1,1,000,040,1,0,1,00
200500034993,4,00000,0,,2,02,,,0,1,1,000,000,1,0,1,00
200500034994,4,00000,0,,2,02,,,0,1,1,000,086,1,0,1,99
200500034995,4,00000,0,,2,02,,,0,1,1,000,098,1,0,1,99
200500034996,4,00000,0,,3,04,,,0,1,1,020,140,1,0,1,00
200500034997,4,00000,0,,1,01,,,0,1,1,000,062,1,0,1,00
200500034998,4,00000,0,,2,02,1,0,0,1,1,000,080,1,0,0,00
200500034999,2,00000,0,,2,02,1,0,0,1,1,010,070,1,0,1,99
200500035000,4,00000,0,,2,02,1,0,0,1,1,000,070,1,0,1,00
200500035001,4,00000,0,,2,02,1,0,0,1,1,000,070,1,0,1,00
200500035002,4,00000,0,,2,02,1,0,0,1,1,000,070,1,0,1,00
200500035003,4,00000,0,,2,04,1,0,0,1,1,035,160,1,0,1,00
200500035004,4,00000,0,,2,03,1,0,0,1,1,000,120,1,0,1,99
200500035005,4,00000,0,,2,02,1,0,0,1,1,010,070,1,0,1,03
200500035006,2,00000,0,,2,02,1,0,0,1,3,000,080,1,2,1,99
200500035007,4,00000,0,,2,02,1,0,0,1,1,000,070,1,0,1,00
200500035008,4,00000,0,,2,02,1,0,0,1,2,000,090,1,0,1,00
200500035009,4,00000,0,,2,02,1,0,0,1,1,000,070,1,0,1,00
200500035010,4,00000,0,,2,02,1,0,0,1,1,000,050,1,0,1,99
200500035011,3,00000,0,,2,03,,,0,1,1,000,100,1,5,0,99
200500035012,4,00000,0,,2,02,,,0,2,1,000,080,1,0,1,03
200500035013,2,00000,0,,2,02,23,30,0,1,2,000,080,1,5,0,99
200500035014,4,00000,0,,2,02,,,0,1,1,000,066,1,0,1,99
200500035015,4,00000,0,,2,00,,,0,1,1,000,070,1,0,1,99
200500035016,2,00000,0,,2,02,30,100,0,1,1,000,000,1,0,1,03
200500035017,3,00000,0,,2,00,76,850,0,1,1,000,115,1,0,1,99
200500035018,4,,0,,2,04,2101,308,3,1,1,000,120,2,0,1,00
200500035019,4,,0,,2,02,3008,0,0,1,1,000,000,1,0,4,00
200500035020,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035021,4,,0,,2,06,2009,15,0,1,1,000,180,1,0,1,00
200500035022,4,,0,,2,03,1009,0,0,1,1,000,090,1,0,1,00
200500035023,4,,0,,1,04,8309,0,0,1,1,000,120,1,1,0,00
200500035024,4,,0,,2,04,2101,4,3,1,1,000,120,1,0,1,00
200500035025,4,,0,,2,02,1009,0,0,1,1,000,060,2,0,1,00
200500035026,4,,0,,1,02,6006,0,0,1,1,000,060,1,3,1,00
200500035027,4,,0,,2,03,2009,66,0,1,1,000,090,1,0,1,00
200500035028,4,,0,,2,06,1009,0,0,1,1,000,180,1,0,1,00
200500035029,4,,0,,2,02,2009,30,0,1,1,000,060,1,0,1,00
200500035030,4,,0,,2,04,2009,34,0,1,1,000,120,1,0,1,00
200500035031,4,,0,,2,06,2403,0,0,1,1,000,180,1,0,1,00
200500035032,4,,0,,2,04,1009,0,0,2,1,000,120,1,0,1,00
200500035033,4,,0,,2,06,2009,50,0,1,1,000,180,1,0,1,00
200500035034,4,,0,,2,02,2009,90,0,1,1,000,060,1,0,1,00
200500035035,4,,0,,1,01,1009,0,0,1,1,000,030,1,0,1,00
200500035036,4,,0,,1,01,1009,0,0,1,1,000,030,1,0,1,00
200500035037,4,,0,,2,03,2101,186,3,1,1,000,090,1,0,1,00
200500035038,4,,0,,2,03,1009,0,0,1,1,000,090,1,0,1,00
200500035039,4,,0,,1,01,2009,10,0,1,1,000,030,1,0,1,00
200500035040,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035041,4,,0,,1,01,2009,2,0,1,1,000,030,1,0,1,00
200500035042,4,,0,,2,08,2009,0,0,1,1,000,240,2,0,1,00
200500035043,4,,0,,3,04,5105,3020,0,1,1,015,120,1,0,1,00
200500035044,4,,0,,1,01,1009,0,0,1,1,000,030,1,6,0,00
200500035045,4,,0,,1,02,1009,0,0,1,1,000,060,1,0,1,00
200500035046,4,,0,,2,04,1009,0,3,1,1,000,120,1,0,1,00
200500035047,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035048,4,,0,,1,04,1009,0,0,1,1,000,120,1,0,1,00
200500035049,4,,0,,2,08,1009,0,0,1,1,000,240,1,0,1,00
200500035050,4,,0,,2,04,2009,52,0,1,1,000,120,1,0,1,00
200500035051,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035052,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035053,4,,0,,1,02,1009,0,0,1,1,000,060,1,0,1,00
200500035054,4,,0,,2,02,2009,6,0,1,1,000,060,1,0,1,00
200500035055,4,,0,,2,02,2009,18,0,1,1,000,060,1,0,1,00
200500035056,4,,0,,1,01,1009,0,0,1,1,000,030,1,0,1,00
200500035057,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035058,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035059,4,,0,,2,04,2009,100,0,1,1,000,120,1,0,1,00
200500035060,4,,0,,2,04,2403,0,0,1,1,000,120,1,0,1,00
200500035061,4,,0,,2,04,2308,131,0,1,1,000,120,1,0,4,00
200500035062,4,,0,,2,04,1031,0,3,1,1,000,120,1,0,1,00
200500035063,4,,0,,1,03,2009,22,0,1,1,000,090,1,0,1,00
200500035064,4,,0,,1,01,1009,0,0,1,1,000,030,1,0,1,00
200500035065,4,,0,,1,01,2009,14,0,1,1,000,030,1,0,1,00
200500035066,4,,0,,1,04,1009,0,0,1,1,000,120,1,0,1,00
200500035067,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035068,4,,0,,1,03,1009,0,0,1,1,000,090,1,0,1,00
200500035069,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035070,4,,0,,2,04,2009,1,0,1,1,000,120,1,0,1,00
200500035071,4,,0,,3,04,5005,1430,0,1,1,015,120,1,0,1,00
200500035072,4,,0,,3,03,2009,0,0,1,1,000,090,1,0,1,00
200500035073,4,,0,,2,02,2009,58,0,1,1,000,060,1,0,1,00
200500035074,4,,0,,2,03,1009,0,0,1,1,000,090,1,0,1,00
200500035075,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035076,4,,0,,2,02,2009,40,0,1,1,000,060,1,0,1,00
200500035077,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035078,4,,0,,1,01,2009,16,0,1,1,000,030,1,0,1,00
200500035079,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035080,4,,0,,1,04,2009,0,0,1,1,000,120,1,0,1,00
200500035081,4,,0,,1,03,2101,36,3,1,1,000,090,1,0,1,00
200500035082,4,,0,,2,02,2009,15,0,1,1,000,060,1,0,1,00
200500035083,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035084,4,,0,,2,02,2009,26,0,1,1,000,060,1,0,1,00
200500035085,4,,0,,2,02,2009,62,0,1,1,000,060,1,0,1,00
200500035086,4,,0,,1,02,2009,84,0,1,1,000,060,1,0,1,00
200500035087,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035088,4,,0,,1,02,2009,52,0,1,1,000,060,1,0,1,00
200500035089,4,,0,,1,03,2009,10,0,1,1,000,090,1,0,1,00
200500035090,4,,0,,1,02,1009,0,0,1,1,000,060,2,0,1,00
200500035091,4,,0,,2,02,2009,0,0,1,1,000,060,2,0,1,00
200500035092,4,,0,,1,02,1009,0,0,1,1,000,060,1,0,1,00
200500035093,4,,0,,2,03,1009,0,0,1,1,000,090,2,0,1,00
200500035094,4,,0,,1,01,1009,0,0,1,1,000,030,1,0,1,00
200500035095,4,,0,,1,02,2009,171,0,1,1,000,060,1,0,1,00
200500035096,4,,0,,1,02,1009,0,0,1,1,000,060,1,0,1,00
200500035097,4,,0,,2,02,2009,2,0,1,1,000,060,1,0,1,00
200500035098,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035099,4,,0,,2,04,1009,0,0,1,1,000,120,2,0,1,00
200500035100,4,,0,,2,04,2009,154,0,1,1,000,120,1,0,1,00
200500035101,4,,0,,2,02,2009,50,0,1,1,000,060,1,0,1,00
200500035102,4,,0,,1,02,1009,0,0,1,1,000,060,1,0,1,00
200500035103,4,,0,,2,02,2009,6,0,1,1,000,060,1,0,1,00
200500035104,4,,0,,1,02,1009,0,0,1,1,000,060,1,0,1,00
200500035105,4,,0,,1,01,1009,0,0,1,1,000,030,2,0,1,00
200500035106,4,,0,,2,02,2009,20,0,1,1,000,060,2,0,1,00
200500035107,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035108,4,,0,,1,02,2009,0,1,1,1,000,060,1,0,1,00
200500035109,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035110,4,,0,,1,02,1009,0,0,1,1,000,060,1,0,1,00
200500035111,4,,0,,2,02,2009,293,0,1,1,000,060,2,0,1,00
200500035112,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035113,4,,0,,2,06,2403,56,0,1,1,000,180,1,0,1,00
200500035114,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035115,4,,0,,2,02,1009,0,0,1,1,000,060,2,0,1,00
200500035116,4,,0,,2,04,2009,26,0,1,1,000,120,2,0,1,00
200500035117,4,,0,,1,04,1009,0,0,1,1,000,120,1,0,1,00
200500035118,4,,0,,1,02,1009,0,0,1,1,000,060,1,0,1,00
200500035119,4,,0,,2,02,2101,133,3,1,1,000,060,1,0,1,00
200500035120,4,,0,,1,02,7507,0,0,1,1,000,060,2,0,1,00
200500035121,4,,0,,2,02,2009,38,0,1,1,000,060,1,0,1,00
200500035122,4,,0,,2,04,1009,0,0,1,1,000,120,2,0,1,00
200500035123,4,,0,,1,02,1009,0,0,1,1,000,060,1,0,1,00
200500035124,4,,0,,1,01,1009,0,0,1,1,000,030,2,0,1,00
200500035125,4,,0,,1,03,2009,18,0,1,1,000,090,2,0,1,00
200500035126,4,,0,,1,03,6006,0,0,1,1,000,090,1,0,1,00
200500035127,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035128,4,,0,,2,06,2009,59,0,1,1,000,180,1,0,1,00
200500035129,4,,0,,1,02,1009,0,0,1,1,000,060,1,0,1,00
200500035130,4,,0,,2,02,1009,0,0,1,1,000,060,2,0,1,00
200500035131,4,,0,,2,02,2009,140,0,1,1,000,060,1,0,1,00
200500035132,4,,0,,2,02,2009,115,0,1,1,000,060,2,0,1,00
200500035133,4,,0,,1,01,2009,34,0,1,1,000,030,1,0,1,00
200500035134,4,,0,,1,02,6006,0,0,1,1,000,060,1,0,1,00
200500035135,4,,0,,2,06,2009,44,0,1,1,000,180,1,0,1,00
200500035136,4,,0,,1,02,8309,0,0,1,1,000,060,1,0,1,00
200500035137,4,,0,,2,04,2009,35,1,1,1,000,120,1,0,1,00
200500035138,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035139,4,,0,,1,03,1009,0,0,1,1,000,090,1,0,1,00
200500035140,4,,0,,1,04,7507,0,0,1,1,000,120,1,0,1,00
200500035141,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035142,4,,0,,2,04,1803,0,0,1,1,000,120,1,0,1,00
200500035143,4,,0,,2,08,4009,0,0,1,1,000,240,1,2,1,00
200500035144,4,,0,,2,04,2009,0,0,1,1,000,120,1,0,1,00
200500035145,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035146,4,,0,,2,04,1009,0,0,1,1,000,120,2,0,1,00
200500035147,4,,0,,2,08,1009,0,0,1,1,000,240,2,0,1,00
200500035148,4,,0,,1,01,1009,0,0,1,1,000,030,2,0,1,00
200500035149,4,,0,,1,02,2101,64,3,1,1,000,060,1,0,1,00
200500035150,4,,0,,1,01,2009,54,0,1,1,000,030,2,0,1,00
200500035151,4,,0,,1,02,3009,0,0,1,1,000,060,2,0,1,00
200500035152,4,,0,,1,04,2009,12,0,1,1,000,120,8,0,1,00
200500035153,4,,0,,2,04,1009,0,0,1,1,000,120,2,0,1,00
200500035154,4,,0,,3,02,2009,27,0,1,1,000,060,2,0,1,00
200500035155,4,,0,,3,05,2009,54,0,1,1,000,150,1,0,1,00
200500035156,4,,0,,2,04,2009,152,0,1,1,000,120,2,0,1,00
200500035157,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035158,4,,0,,1,01,2009,70,0,1,1,000,030,2,0,1,00
200500035159,4,,0,,3,04,2009,59,0,1,1,010,120,2,0,1,00
200500035160,4,,0,,1,02,1009,0,0,1,1,000,060,1,0,1,00
200500035161,4,,0,,1,01,2009,2,0,1,1,000,030,1,0,1,00
200500035162,4,,0,,1,01,2009,0,0,1,2,000,030,2,0,1,00
200500035163,4,,0,,1,04,2009,1,0,1,1,000,120,1,0,1,00
200500035164,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035165,4,,0,,1,03,1009,0,0,1,1,000,090,1,0,1,00
200500035166,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035167,4,,0,,1,03,1009,0,0,1,1,000,090,1,0,1,00
200500035168,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035169,4,,0,,3,04,5005,1510,0,1,1,015,120,1,0,1,00
200500035170,4,,0,,1,03,2009,140,0,1,1,000,090,1,0,1,00
200500035171,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035172,4,,0,,2,02,2009,160,0,1,1,000,060,2,0,1,00
200500035173,4,,0,,2,04,2009,64,0,1,1,000,120,2,0,1,00
200500035174,4,,0,,2,02,1803,0,0,1,1,000,060,2,0,1,00
200500035175,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035176,4,,0,,2,04,1009,0,0,1,1,000,120,2,0,1,00
200500035177,4,,0,,1,02,2009,30,0,1,1,000,060,1,0,1,00
200500035178,4,,0,,2,02,2009,2,0,1,1,000,060,2,0,1,00
200500035179,4,,0,,2,04,2009,108,0,1,1,000,120,1,0,1,00
200500035180,4,,0,,1,02,2009,94,0,1,1,000,060,1,0,1,00
200500035181,4,,0,,1,04,2009,28,0,1,1,000,120,1,0,1,00
200500035182,4,,0,,1,02,1009,0,0,1,1,000,060,1,0,1,00
200500035183,4,,0,,1,03,1009,0,3,1,1,000,090,1,0,1,00
200500035184,4,,0,,1,03,2101,22,3,1,1,000,090,1,0,1,00
200500035185,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035186,4,,0,,2,04,2009,128,0,1,1,000,120,1,0,1,00
200500035187,4,,0,,1,04,1009,0,3,1,1,000,120,1,0,1,00
200500035188,4,,0,,1,01,3009,8,0,1,1,000,030,1,0,1,00
200500035189,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035190,4,,0,,2,04,2009,174,0,1,1,000,120,1,0,1,00
200500035191,4,,0,,2,02,2009,54,0,1,1,000,060,1,0,1,00
200500035192,4,,0,,2,02,2009,30,0,1,1,000,060,1,0,1,00
200500035193,4,,0,,2,04,1803,0,0,1,1,000,120,1,0,1,00
200500035194,4,,0,,1,04,1009,0,3,1,1,000,120,1,0,1,00
200500035195,4,,0,,2,02,1009,0,0,1,1,000,060,1,0,1,00
200500035196,4,,0,,2,04,2009,70,1,1,1,000,120,1,0,1,00
200500035197,4,,0,,2,04,2009,54,0,1,1,000,120,1,0,1,00
200500035198,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035199,4,,0,,1,01,1009,0,0,1,1,000,030,1,0,1,00
200500035200,4,,0,,1,02,2009,24,0,1,1,000,060,1,0,1,00
200500035201,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035202,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035203,4,,0,,1,02,2009,5,0,1,1,000,060,1,0,1,00
200500035204,4,,0,,1,02,6006,0,0,1,1,000,060,1,0,1,00
200500035205,4,,0,,1,04,2009,40,0,1,1,000,120,1,0,1,00
200500035206,4,,0,,2,04,1803,0,0,1,1,000,120,1,0,1,00
200500035207,4,,0,,2,04,2009,133,0,1,1,000,120,1,0,1,00
200500035208,4,,0,,2,02,2009,2,0,1,1,000,060,1,0,1,00
200500035209,4,,0,,2,04,1803,0,0,1,1,000,120,1,0,1,00
200500035210,4,,0,,2,03,1803,0,0,1,1,000,090,1,0,1,00
200500035211,4,,0,,2,04,1009,0,0,1,1,000,120,1,0,1,00
200500035212,4,,0,,2,03,1009,0,3,1,1,000,090,1,0,1,00
200500035213,4,,0,,1,02,2009,22,0,1,1,000,060,1,0,1,00
